image_index,sample_group,filename,label,nepali_label,foreground_pixels,foreground_ratio,bbox_width,bbox_height,aspect_ratio,bbox_density,centroid_x,centroid_y,contour_area,perimeter,solidity,compactness,orientation,eccentricity,number_of_holes,horizontal_symmetry,vertical_symmetry,horizontal_transition_rate,vertical_transition_rate
89,8,group_008_digit_9_index_0089.png,9,९,142,0.18112244897959184,14,20,0.7,0.5071428571428571,0.505784708249497,0.47510060362173034,110.5,86.18376541137695,0.5287081339712919,0.18694816756465676,-1.4897973793196222,0.7877819667218815,1,0.826530612244898,0.826530612244898,0.0582010582010582,0.09788359788359788
90,9,group_009_digit_0_index_0090.png,0,०,201,0.25637755102040816,18,20,0.9,0.5583333333333333,0.4722814498933902,0.48116560056858565,285.5,64.38477599620819,0.9777397260273972,0.8654651775261897,1.2665377451683306,0.48575593110055315,1,0.8596938775510204,0.9362244897959183,0.09259259259259259,0.07407407407407407
91,9,group_009_digit_1_index_0091.png,1,१,150,0.1913265306122449,16,20,0.8,0.46875,0.5121428571428571,0.43023809523809525,147.0,65.4558436870575,0.7331670822942643,0.43115194409685964,0.8611234427662869,0.6092515689939536,1,0.8418367346938775,0.8316326530612245,0.07671957671957672,0.06613756613756613
92,9,group_009_digit_2_index_0092.png,2,२,206,0.2627551020408163,20,20,1.0,0.515,0.4719140083217753,0.5273925104022191,166.5,105.01219272613525,0.5606060606060606,0.18973377514495343,-0.8858912975170552,0.6838421165456586,1,0.7244897959183674,0.6938775510204082,0.08465608465608465,0.09788359788359788
93,9,group_009_digit_3_index_0093.png,3,३,131,0.16709183673469388,13,20,0.65,0.5038461538461538,0.48391494002181024,0.48609596510359865,90.5,91.8406195640564,0.4513715710723192,0.13483071374683653,-1.5695500777417932,0.746030870263977,0,0.8852040816326531,0.7933673469387755,0.07407407407407407,0.07671957671957672
94,9,group_009_digit_4_index_0094.png,4,४,96,0.12244897959183673,19,11,1.7272727272727273,0.45933014354066987,0.4293154761904762,0.43898809523809523,73.0,59.79898953437805,0.584,0.2565340592276579,0.19518195974591207,0.7663548200743776,1,0.9183673469387755,0.8979591836734694,0.047619047619047616,0.06084656084656084
95,9,group_009_digit_5_index_0095.png,5,५,165,0.21045918367346939,16,20,0.8,0.515625,0.4893939393939394,0.5158008658008658,124.5,97.35533845424652,0.5413043478260869,0.16506677776305348,1.1649132824048014,0.6544619042637918,1,0.9005102040816326,0.8137755102040816,0.07936507936507936,0.08465608465608465
96,9,group_009_digit_6_index_0096.png,6,६,85,0.10841836734693877,20,11,1.8181818181818181,0.38636363636363635,0.4470588235294118,0.4861344537815126,50.5,76.52691125869751,0.38697318007662834,0.10836096709054496,0.3303729746070603,0.9045499578466853,0,0.9005102040816326,0.8801020408163265,0.05291005291005291,0.07142857142857142
97,9,group_009_digit_7_index_0097.png,7,७,54,0.06887755102040816,18,11,1.6363636363636365,0.2727272727272727,0.49272486772486773,0.4398148148148148,26.5,49.21320295333862,0.40458015267175573,0.13749676348340775,-0.3964496039210018,0.8964118413074768,1,0.9183673469387755,0.903061224489796,0.05291005291005291,0.05291005291005291
98,9,group_009_digit_8_index_0098.png,8,८,84,0.10714285714285714,20,9,2.2222222222222223,0.4666666666666667,0.45833333333333337,0.4468537414965987,54.5,63.21320295333862,0.5265700483091788,0.17139208969691977,0.37679910356588847,0.8699387728717048,0,0.903061224489796,0.8826530612244898,0.026455026455026454,0.07407407407407407
99,9,group_009_digit_9_index_0099.png,9,९,106,0.13520408163265307,13,20,0.65,0.4076923076923077,0.4481132075471698,0.47237196765498657,90.0,73.94112515449524,0.4986149584487535,0.20686178299385727,1.2427613063749974,0.8877517055160672,1,0.8112244897959184,0.8367346938775511,0.06878306878306878,0.07671957671957672
100,10,group_010_digit_0_index_0100.png,0,०,115,0.14668367346938777,12,20,0.6,0.4791666666666667,0.4440993788819876,0.48478260869565215,83.5,68.87005698680878,0.4550408719346049,0.22122563726890696,-1.4127448139115297,0.880776210587288,0,0.8596938775510204,0.9158163265306123,0.05555555555555555,0.05555555555555555
101,10,group_010_digit_1_index_0101.png,1,१,69,0.08801020408163265,8,20,0.4,0.43125,0.4989648033126294,0.4052795031055901,57.5,48.72792184352875,0.6460674157303371,0.3043139974077291,1.5386674115600527,0.9215400296304417,1,0.9056122448979592,0.8954081632653061,0.06349206349206349,0.03439153439153439
102,10,group_010_digit_2_index_0102.png,2,२,141,0.1798469387755102,15,20,0.75,0.47,0.4594731509625127,0.5134245187436677,105.5,91.35533833503723,0.49764150943396224,0.15885264954465786,-1.2256892643952966,0.7492268752252418,1,0.8188775510204082,0.7678571428571428,0.08465608465608465,0.07407407407407407
103,10,group_010_digit_3_index_0103.png,3,३,79,0.10076530612244898,14,20,0.7,0.28214285714285714,0.4642857142857143,0.4977396021699819,44.5,85.8406194448471,0.26176470588235295,0.07588993644743532,1.5294167746266005,0.8442099871832338,1,0.8903061224489796,0.8545918367346939,0.06613756613756613,0.0873015873015873
104,10,group_010_digit_4_index_0104.png,4,४,107,0.1364795918367347,14,20,0.7,0.3821428571428571,0.4672897196261682,0.5040053404539385,114.0,87.74011421203613,0.5253456221198156,0.18608798126910092,-1.441132153448596,0.7906689174126564,1,0.8801020408163265,0.9107142857142857,0.0873015873015873,0.10582010582010581
105,10,group_010_digit_5_index_0105.png,5,५,158,0.20153061224489796,20,20,1.0,0.395,0.4425858951175407,0.4801084990958409,148.5,84.6690468788147,0.48929159802306427,0.2603076765682535,0.06643876253863197,0.45484777728135306,2,0.8520408163265306,0.7908163265306123,0.09259259259259259,0.09788359788359788
106,10,group_010_digit_6_index_0106.png,6,६,129,0.16454081632653061,18,20,0.9,0.35833333333333334,0.4446290143964563,0.4831118493909191,84.0,113.25483322143555,0.35294117647058826,0.08229541892292414,0.8131976689207798,0.682724754661282,1,0.8801020408163265,0.7372448979591837,0.06878306878306878,0.12698412698412698
107,10,group_010_digit_7_index_0107.png,7,७,127,0.16198979591836735,20,17,1.1764705882352942,0.3735294117647059,0.4654105736782902,0.5205286839145107,123.0,82.42640590667725,0.5565610859728507,0.22750044401439107,0.14225542726667226,0.6361515911445893,1,0.8852040816326531,0.8290816326530612,0.08465608465608465,0.0873015873015873
108,10,group_010_digit_8_index_0108.png,8,८,111,0.14158163265306123,19,12,1.5833333333333333,0.4868421052631579,0.4118404118404118,0.48648648648648646,70.0,85.79898941516876,0.3977272727272727,0.11949330108183367,-0.13337827011946954,0.6297232304278594,0,0.9056122448979592,0.9260204081632653,0.031746031746031744,0.09788359788359788
109,10,group_010_digit_9_index_0109.png,9,९,166,0.21173469387755103,20,18,1.1111111111111112,0.46111111111111114,0.4752581755593804,0.4511617900172117,115.0,112.42640602588654,0.391156462585034,0.1143328551887688,-1.3792973873110494,0.5691776106653847,0,0.8520408163265306,0.8163265306122449,0.05555555555555555,0.12169312169312169
110,11,group_011_digit_0_index_0110.png,0,०,110,0.14030612244897958,13,20,0.65,0.4230769230769231,0.44383116883116885,0.4766233766233766,174.5,53.21320307254791,0.9407008086253369,0.7744020478320149,1.5253267428952557,0.7588667366008787,1,0.9285714285714286,0.9591836734693877,0.0873015873015873,0.05555555555555555
111,11,group_011_digit_1_index_0111.png,1,१,86,0.1096938775510204,8,20,0.4,0.5375,0.4796511627906977,0.4431063122923588,73.5,47.55634880065918,0.7696335078534031,0.4083947924804485,1.513215595419865,0.9403681632679052,1,0.9438775510204082,0.8979591836734694,0.06878306878306878,0.031746031746031744
112,11,group_011_digit_2_index_0112.png,2,२,95,0.1211734693877551,13,20,0.65,0.36538461538461536,0.4635338345864662,0.4992481203007519,70.5,66.52691113948822,0.4325153374233129,0.20017243029585383,-1.4003276538272609,0.8757368874069654,1,0.8341836734693877,0.8086734693877551,0.06613756613756613,0.0582010582010582
113,11,group_011_digit_3_index_0113.png,3,३,88,0.11224489795918367,14,20,0.7,0.3142857142857143,0.5093344155844156,0.4971590909090909,59.5,81.8406195640564,0.3617021276595745,0.11163207894786473,-1.0480774726223154,0.8293685358761989,1,0.8520408163265306,0.8367346938775511,0.082010582010582,0.07142857142857142
114,11,group_011_digit_4_index_0114.png,4,४,75,0.09566326530612244,14,20,0.7,0.26785714285714285,0.4014285714285714,0.4933333333333333,68.5,62.52691149711609,0.46440677966101696,0.22017422729388977,-1.2357606375892283,0.9188197241522682,1,0.8188775510204082,0.8647959183673469,0.07936507936507936,0.0582010582010582
115,11,group_011_digit_5_index_0115.png,5,५,74,0.09438775510204081,14,20,0.7,0.2642857142857143,0.47731660231660233,0.5709459459459459,56.5,79.35533821582794,0.32471264367816094,0.11274726558618975,-1.278576108422376,0.8489191260770316,1,0.8724489795918368,0.8622448979591837,0.08994708994708994,0.06613756613756613
116,11,group_011_digit_6_index_0116.png,6,६,115,0.14668367346938777,18,20,0.9,0.3194444444444444,0.48416149068322983,0.4832298136645963,84.5,96.3259003162384,0.37555555555555553,0.11444067724555126,-0.9715505218742666,0.36558455377317084,1,0.8290816326530612,0.8035714285714286,0.09523809523809523,0.08994708994708994
117,11,group_011_digit_7_index_0117.png,7,७,121,0.15433673469387754,18,20,0.9,0.33611111111111114,0.4790436835891381,0.505017709563164,109.5,91.0121922492981,0.4362549800796813,0.16612111298080645,-0.7360156722328614,0.7513952391148758,1,0.7627551020408163,0.8392857142857143,0.11904761904761904,0.06878306878306878
118,11,group_011_digit_8_index_0118.png,8,८,94,0.11989795918367346,13,20,0.65,0.36153846153846153,0.428951367781155,0.3943768996960486,65.5,64.52691149711609,0.45017182130584193,0.19768303803215703,-1.5204328095474957,0.8534410068584297,0,0.8520408163265306,0.8367346938775511,0.05291005291005291,0.05555555555555555
119,11,group_011_digit_9_index_0119.png,9,९,82,0.10459183673469388,9,20,0.45,0.45555555555555555,0.4568815331010453,0.4372822299651568,63.0,55.455843567848206,0.5316455696202531,0.2574279993814467,-1.531933466313347,0.9482822212932984,1,0.903061224489796,0.8979591836734694,0.06084656084656084,0.047619047619047616
120,12,group_012_digit_0_index_0120.png,0,०,196,0.25,19,20,0.95,0.5157894736842106,0.45371720116618075,0.46683673469387754,268.5,62.870057106018066,0.9693140794223827,0.8536236608272351,-0.9150398117213725,0.5818861468494205,1,0.8622448979591837,0.8673469387755102,0.08994708994708994,0.07671957671957672
121,12,group_012_digit_1_index_0121.png,1,१,110,0.14030612244897958,12,20,0.6,0.4583333333333333,0.524025974025974,0.4035714285714286,95.0,51.79898941516876,0.7450980392156863,0.4449291865348179,1.2804816462827147,0.8479531941397963,1,0.8928571428571429,0.8724489795918368,0.06084656084656084,0.042328042328042326
122,12,group_012_digit_2_index_0122.png,2,२,173,0.22066326530612246,17,20,0.85,0.5088235294117647,0.4438480594549959,0.4706853839801816,128.5,98.18376553058624,0.5421940928270043,0.1675072556808661,1.269419331539664,0.7129012883701581,0,0.7678571428571428,0.8188775510204082,0.06878306878306878,0.0873015873015873
123,12,group_012_digit_3_index_0123.png,3,३,112,0.14285714285714285,17,20,0.85,0.32941176470588235,0.40433673469387754,0.4990433673469388,70.5,93.01219248771667,0.334916864608076,0.10240454154142997,1.3545439004103519,0.8349003245726196,0,0.7959183673469388,0.8316326530612245,0.06613756613756613,0.08465608465608465
124,12,group_012_digit_4_index_0124.png,4,४,124,0.15816326530612246,17,20,0.85,0.36470588235294116,0.418778801843318,0.5118087557603687,95.0,70.4264065027237,0.4973821989528796,0.24069241863687074,-1.0018591769184013,0.8011938083178363,1,0.7397959183673469,0.75,0.07142857142857142,0.05555555555555555
125,12,group_012_digit_5_index_0125.png,5,५,131,0.16709183673469388,20,18,1.1111111111111112,0.3638888888888889,0.3958560523446019,0.522082878953108,102.0,90.08326029777527,0.4015748031496063,0.15795080519906457,-1.5170046431526745,0.5360798376614149,1,0.7882653061224489,0.8239795918367347,0.07936507936507936,0.08994708994708994
126,12,group_012_digit_6_index_0126.png,6,६,115,0.14668367346938777,13,20,0.65,0.4423076923076923,0.4571428571428572,0.43913043478260866,78.5,84.66904664039612,0.46865671641791046,0.1376037220585083,1.1861834777641576,0.8425141427567349,0,0.8545918367346939,0.8494897959183674,0.07142857142857142,0.07142857142857142
127,12,group_012_digit_7_index_0127.png,7,७,195,0.24872448979591838,19,20,0.95,0.5131578947368421,0.45,0.5379120879120879,160.0,93.59797859191895,0.5893186003683242,0.22950751341694914,0.5015546189234323,0.5786297375750692,1,0.7729591836734694,0.8545918367346939,0.09259259259259259,0.07407407407407407
128,12,group_012_digit_8_index_0128.png,8,८,129,0.16454081632653061,20,16,1.25,0.403125,0.521594684385382,0.4601328903654485,91.0,80.62741661071777,0.41647597254004576,0.17590807126146527,1.144170386277069,0.6280587938984498,0,0.8698979591836735,0.8954081632653061,0.042328042328042326,0.082010582010582
129,12,group_012_digit_9_index_0129.png,9,९,163,0.20790816326530612,15,20,0.75,0.5433333333333333,0.4629710780017528,0.4651621384750219,128.5,86.18376529216766,0.5574837310195228,0.2174012633349785,-1.5122809173923228,0.8055370302457613,1,0.8341836734693877,0.8647959183673469,0.06084656084656084,0.09259259259259259
130,13,group_013_digit_0_index_0130.png,0,०,173,0.22066326530612246,20,18,1.1111111111111112,0.48055555555555557,0.4876135425268373,0.495251857968621,230.5,58.5269113779068,0.9725738396624473,0.8456089716989967,-0.6530542785807917,0.6351654955161523,1,0.8596938775510204,0.8341836734693877,0.07142857142857142,0.08465608465608465
131,13,group_013_digit_1_index_0131.png,1,१,127,0.16198979591836735,17,20,0.85,0.3735294117647059,0.4912823397075366,0.4184476940382452,145.0,65.11269772052765,0.7379134860050891,0.42978028330546,0.5561980662930447,0.4526983980676586,1,0.8954081632653061,0.8341836734693877,0.07671957671957672,0.07407407407407407
132,13,group_013_digit_2_index_0132.png,2,२,120,0.15306122448979592,16,20,0.8,0.375,0.512797619047619,0.5419642857142858,81.0,87.59797894954681,0.3724137931034483,0.13264983384167042,-1.1708592214933362,0.8468407353808584,0,0.8367346938775511,0.8010204081632653,0.07142857142857142,0.07142857142857142
133,13,group_013_digit_3_index_0133.png,3,३,120,0.15306122448979592,15,20,0.75,0.4,0.4869047619047619,0.5020833333333333,83.5,97.49747359752655,0.41959798994974873,0.11038488642116534,-1.443254290904619,0.7286896278583871,1,0.8673469387755102,0.8214285714285714,0.082010582010582,0.09523809523809523
134,13,group_013_digit_4_index_0134.png,4,४,87,0.11096938775510204,11,20,0.55,0.39545454545454545,0.4330870279146141,0.493431855500821,77.5,65.35533845424652,0.5236486486486487,0.2280076562542383,1.4959032227405098,0.8850745607821988,1,0.8392857142857143,0.9311224489795918,0.082010582010582,0.05555555555555555
135,13,group_013_digit_5_index_0135.png,5,५,79,0.10076530612244898,11,20,0.55,0.35909090909090907,0.45072332730560577,0.5117540687160941,49.5,78.18376529216766,0.2911764705882353,0.10176112484665444,-1.4351770297679378,0.8561408777266971,1,0.9005102040816326,0.875,0.082010582010582,0.06349206349206349
136,13,group_013_digit_6_index_0136.png,6,६,115,0.14668367346938777,16,20,0.8,0.359375,0.45931677018633543,0.48602484472049684,71.5,97.84061932563782,0.3404761904761905,0.09385934510345376,0.9640402382339627,0.5796154913806304,0,0.875,0.8086734693877551,0.07142857142857142,0.0873015873015873
137,13,group_013_digit_7_index_0137.png,7,७,123,0.1568877551020408,20,15,1.3333333333333333,0.41,0.47067363530778167,0.5084204413472706,123.5,83.35533833503723,0.5811764705882353,0.22336235729395315,-0.010378099582230517,0.7255637094556687,1,0.9158163265306123,0.8903061224489796,0.08465608465608465,0.0873015873015873
138,13,group_013_digit_8_index_0138.png,8,८,126,0.16071428571428573,20,18,1.1111111111111112,0.35,0.3903061224489796,0.4512471655328798,78.5,100.04163014888763,0.28186714542190305,0.09856392762127135,-1.2204080438688782,0.5302272439013214,0,0.8163265306122449,0.846938775510204,0.05555555555555555,0.09523809523809523
139,13,group_013_digit_9_index_0139.png,9,९,27,0.03443877551020408,7,10,0.7,0.38571428571428573,0.25925925925925924,0.41534391534391535,18.5,33.21320307254791,0.4625,0.21074635439425757,1.2729344291267746,0.772570735350321,1,0.9311224489795918,0.9362244897959183,0.031746031746031744,0.042328042328042326
140,14,group_014_digit_0_index_0140.png,0,०,95,0.1211734693877551,12,20,0.6,0.3958333333333333,0.48458646616541357,0.47518796992481205,168.0,51.79898953437805,0.9627507163323782,0.7868221367768574,-1.4320656592962093,0.8099479802308024,1,0.951530612244898,0.951530612244898,0.08994708994708994,0.05291005291005291
141,14,group_014_digit_1_index_0141.png,1,१,107,0.1364795918367347,14,20,0.7,0.3821428571428571,0.49365821094793055,0.3901869158878505,121.0,57.79898953437805,0.7446153846153846,0.45515020470567336,1.2783105073286076,0.6893217517884546,1,0.8954081632653061,0.8239795918367347,0.06878306878306878,0.06084656084656084
142,14,group_014_digit_2_index_0142.png,2,२,96,0.12244897959183673,17,20,0.85,0.2823529411764706,0.4795386904761905,0.5018601190476191,83.0,91.74011409282684,0.3915094339622642,0.12392798962713576,-1.2769927036293083,0.6351988080389313,1,0.8316326530612245,0.7908163265306123,0.09259259259259259,0.09523809523809523
143,14,group_014_digit_3_index_0143.png,3,३,87,0.11096938775510204,12,20,0.6,0.3625,0.5135467980295566,0.5106732348111659,58.0,80.76955199241638,0.36942675159235666,0.11172297960751812,-1.4291137590619405,0.8529519180340023,1,0.8596938775510204,0.8545918367346939,0.07936507936507936,0.06878306878306878
144,14,group_014_digit_4_index_0144.png,4,४,99,0.12627551020408162,14,20,0.7,0.3535714285714286,0.47294372294372294,0.49747474747474746,99.0,68.42640602588654,0.528,0.2657036977837231,-1.3314022148158435,0.7827313102890758,1,0.9260204081632653,0.8392857142857143,0.082010582010582,0.06878306878306878
145,14,group_014_digit_5_index_0145.png,5,५,117,0.14923469387755103,14,20,0.7,0.41785714285714287,0.44139194139194143,0.5592185592185592,82.5,81.35533821582794,0.4319371727748691,0.15663604281871518,1.3692118535049418,0.7906903551109048,1,0.8443877551020408,0.8443877551020408,0.07936507936507936,0.06084656084656084
146,14,group_014_digit_6_index_0146.png,6,६,106,0.13520408163265307,14,20,0.7,0.37857142857142856,0.4804582210242588,0.4969676549865229,65.0,100.42640602588654,0.3299492385786802,0.08098925034222679,1.054990068295018,0.7612786560288539,1,0.8673469387755102,0.826530612244898,0.08994708994708994,0.08465608465608465
147,14,group_014_digit_7_index_0147.png,7,७,176,0.22448979591836735,18,20,0.9,0.4888888888888889,0.4833603896103896,0.5028409090909091,147.0,89.11269783973694,0.5384615384615384,0.23262051611748927,-0.3335739229543278,0.40868506946163585,1,0.7755102040816326,0.826530612244898,0.10846560846560846,0.05555555555555555
148,14,group_014_digit_8_index_0148.png,8,८,143,0.18239795918367346,20,19,1.0526315789473684,0.3763157894736842,0.46578421578421575,0.4330669330669331,100.5,88.38477599620819,0.375,0.16166685679180623,1.3443644736119746,0.7490368052388382,0,0.8443877551020408,0.9005102040816326,0.05026455026455026,0.082010582010582
149,14,group_014_digit_9_index_0149.png,9,९,64,0.08163265306122448,7,20,0.35,0.45714285714285713,0.45591517857142855,0.39955357142857145,46.5,50.870057106018066,0.5535714285714286,0.22580750210075473,-1.5443377771073636,0.9520901027720124,1,0.9336734693877551,0.8928571428571429,0.0582010582010582,0.042328042328042326
150,15,group_015_digit_0_index_0150.png,0,०,104,0.1326530612244898,14,20,0.7,0.37142857142857144,0.4677197802197802,0.5030906593406593,204.0,56.97056233882904,0.9622641509433962,0.7898398088808474,-1.419325202999842,0.6747264714398679,1,0.8724489795918368,0.9336734693877551,0.09523809523809523,0.06349206349206349
151,15,group_015_digit_1_index_0151.png,1,१,76,0.09693877551020408,10,20,0.5,0.38,0.5202067669172933,0.38627819548872183,68.0,51.31370830535889,0.6181818181818182,0.3245278514617927,1.257463167542971,0.8751279275214188,1,0.923469387755102,0.8928571428571429,0.06349206349206349,0.042328042328042326
152,15,group_015_digit_2_index_0152.png,2,२,99,0.12627551020408162,16,20,0.8,0.309375,0.4318181818181818,0.5252525252525253,74.0,95.25483310222626,0.334841628959276,0.10248670791128353,1.406285149283201,0.748477442986088,1,0.8545918367346939,0.8188775510204082,0.09788359788359788,0.082010582010582
153,15,group_015_digit_3_index_0153.png,3,३,129,0.16454081632653061,19,20,0.95,0.3394736842105263,0.41279069767441856,0.49806201550387597,91.5,104.66904675960541,0.35812133072407043,0.10495289440560192,1.2830572009885604,0.7024043572198948,1,0.8035714285714286,0.7525510204081632,0.082010582010582,0.10846560846560846
154,15,group_015_digit_4_index_0154.png,4,४,88,0.11224489795918367,12,20,0.6,0.36666666666666664,0.4805194805194805,0.547077922077922,95.5,66.18376541137695,0.5457142857142857,0.2739745937798657,-1.4267603831456248,0.8674329110519812,1,0.9438775510204082,0.8214285714285714,0.08465608465608465,0.07142857142857142
155,15,group_015_digit_5_index_0155.png,5,५,58,0.07397959183673469,14,20,0.7,0.20714285714285716,0.4070197044334975,0.5504926108374384,9.5,38.38477599620819,0.2638888888888889,0.08102432996069514,1.0196052508119078,0.8606057526569665,0,0.8826530612244898,0.9132653061224489,0.06349206349206349,0.07671957671957672
156,15,group_015_digit_6_index_0156.png,6,६,90,0.11479591836734694,14,20,0.7,0.32142857142857145,0.4412698412698413,0.5055555555555555,53.0,88.28427064418793,0.2994350282485876,0.08545137723078879,1.1947647208362944,0.8491333088607536,1,0.8418367346938775,0.8112244897959184,0.07936507936507936,0.07142857142857142
157,15,group_015_digit_7_index_0157.png,7,७,108,0.1377551020408163,13,20,0.65,0.4153846153846154,0.4527116402116402,0.5181878306878307,106.0,91.11269783973694,0.5478036175710594,0.16045672240831554,1.4147641466364669,0.7899771277975142,1,0.8010204081632653,0.8622448979591837,0.10846560846560846,0.07142857142857142
158,15,group_015_digit_8_index_0158.png,8,८,91,0.11607142857142858,16,20,0.8,0.284375,0.4427001569858713,0.46036106750392464,52.0,81.79898953437805,0.23690205011389523,0.09766013717288906,1.3548195198551487,0.8906456266440806,0,0.875,0.9005102040816326,0.0582010582010582,0.06613756613756613
159,15,group_015_digit_9_index_0159.png,9,९,55,0.07015306122448979,9,20,0.45,0.3055555555555556,0.44220779220779216,0.39675324675324675,33.5,58.18376553058624,0.34183673469387754,0.12435149823112933,-1.375789420898471,0.9344788055506484,1,0.9260204081632653,0.8852040816326531,0.05555555555555555,0.0582010582010582
160,16,group_016_digit_0_index_0160.png,0,०,120,0.15306122448979592,20,17,1.1764705882352942,0.35294117647058826,0.4773809523809524,0.4717261904761905,228.5,57.6984840631485,0.970276008492569,0.8625162035203466,-0.6701656762247847,0.5127296102789347,1,0.846938775510204,0.8418367346938775,0.07671957671957672,0.09523809523809523
161,16,group_016_digit_1_index_0161.png,1,१,121,0.15433673469387754,12,20,0.6,0.5041666666666667,0.5085596221959858,0.4256198347107438,117.5,55.21320307254791,0.7654723127035831,0.484352834474988,1.4097945229554287,0.7488273891777834,1,0.8903061224489796,0.8647959183673469,0.07407407407407407,0.047619047619047616
162,16,group_016_digit_2_index_0162.png,2,२,43,0.0548469387755102,12,20,0.6,0.17916666666666667,0.47674418604651164,0.42358803986710963,15.0,27.313708305358887,0.5263157894736842,0.2526619181694004,-0.8465567661938135,0.6511268231951065,0,0.9056122448979592,0.9260204081632653,0.06349206349206349,0.031746031746031744
163,16,group_016_digit_3_index_0163.png,3,३,138,0.1760204081632653,16,20,0.8,0.43125,0.5245859213250518,0.5315734989648033,113.5,79.35533833503723,0.5483091787439613,0.2264922939041635,-1.2093723402294947,0.7665724583969918,2,0.826530612244898,0.8316326530612245,0.082010582010582,0.07407407407407407
164,16,group_016_digit_4_index_0164.png,4,४,130,0.16581632653061223,14,20,0.7,0.4642857142857143,0.43159340659340656,0.4725274725274725,115.0,61.94112455844879,0.6628242074927954,0.3766600265804086,-1.3081243849061057,0.8744146218302967,1,0.8214285714285714,0.8622448979591837,0.07407407407407407,0.05291005291005291
165,16,group_016_digit_5_index_0165.png,5,५,117,0.14923469387755103,18,20,0.9,0.325,0.5115995115995117,0.5235042735042735,150.0,87.59797894954681,0.6134969325153374,0.24564784044753785,-1.281393661883122,0.5541335610755758,1,0.8443877551020408,0.8239795918367347,0.09523809523809523,0.10052910052910052
166,16,group_016_digit_6_index_0166.png,6,६,157,0.2002551020408163,16,20,0.8,0.490625,0.48635122838944495,0.5006824385805277,117.5,104.66904664039612,0.5222222222222223,0.1347755750901462,1.114893230346336,0.691453447126189,1,0.8443877551020408,0.8647959183673469,0.10052910052910052,0.08465608465608465
167,16,group_016_digit_7_index_0167.png,7,७,130,0.16581632653061223,20,18,1.1111111111111112,0.3611111111111111,0.5035714285714286,0.49532967032967035,130.0,94.42640614509583,0.4744525547445255,0.18321722231837548,-0.18527557574089276,0.5478831907317513,1,0.8673469387755102,0.8010204081632653,0.11375661375661375,0.07936507936507936
168,16,group_016_digit_8_index_0168.png,8,८,97,0.12372448979591837,20,12,1.6666666666666667,0.4041666666666667,0.510677466863034,0.4536082474226804,62.0,77.11269783973694,0.39490445859872614,0.1310236695849017,0.3709223104062048,0.708651286099273,0,0.9005102040816326,0.8801020408163265,0.037037037037037035,0.0873015873015873
169,16,group_016_digit_9_index_0169.png,9,९,11,0.01403061224489796,4,6,0.6666666666666666,0.4583333333333333,0.3603896103896104,0.4642857142857143,4.0,14.485281109809875,0.47058823529411764,0.23956093516976457,1.2139009025218057,0.924664904379558,0,0.9719387755102041,0.9770408163265306,0.015873015873015872,0.013227513227513227
170,17,group_017_digit_0_index_0170.png,0,०,26,0.03316326530612245,8,9,0.8888888888888888,0.3611111111111111,0.2733516483516484,0.34065934065934067,38.0,25.313708186149597,0.9382716049382716,0.7452155732579256,-0.9408184447893231,0.7489589408539448,1,0.9336734693877551,0.9336734693877551,0.03968253968253968,0.037037037037037035
171,17,group_017_digit_1_index_0171.png,1,१,89,0.11352040816326531,11,20,0.55,0.40454545454545454,0.49719101123595505,0.4281701444622793,93.5,51.21320307254791,0.7391304347826086,0.44797893876316813,-1.3552316295983882,0.760897123319875,1,0.875,0.8647959183673469,0.07407407407407407,0.047619047619047616
172,17,group_017_digit_2_index_0172.png,2,२,27,0.03443877551020408,10,14,0.7142857142857143,0.19285714285714287,0.4298941798941799,0.36507936507936506,5.5,18.727921843528748,0.4230769230769231,0.19705768523238198,-0.30112126460606176,0.6249263585686182,0,0.9311224489795918,0.951530612244898,0.05555555555555555,0.021164021164021163
173,17,group_017_digit_3_index_0173.png,3,३,93,0.11862244897959184,15,20,0.75,0.31,0.47465437788018433,0.4619815668202765,69.0,74.76955187320709,0.35751295336787564,0.1550991434138861,-1.2706574590641566,0.881466659514677,1,0.8392857142857143,0.8647959183673469,0.06349206349206349,0.082010582010582
174,17,group_017_digit_4_index_0174.png,4,४,97,0.12372448979591837,20,20,1.0,0.2425,0.4189985272459499,0.44182621502209135,67.0,69.59797859191895,0.3952802359882006,0.17381666563161788,-0.8650731744730513,0.879956298810376,0,0.7831632653061225,0.8188775510204082,0.06613756613756613,0.05291005291005291
175,17,group_017_digit_5_index_0175.png,5,५,95,0.1211734693877551,18,20,0.9,0.2638888888888889,0.4842105263157895,0.5255639097744361,60.5,79.8406195640564,0.2813953488372093,0.11926621637547995,-1.0831284905008263,0.7555641381219618,0,0.8341836734693877,0.8596938775510204,0.06084656084656084,0.07407407407407407
176,17,group_017_digit_6_index_0176.png,6,६,60,0.07653061224489796,10,20,0.5,0.3,0.43690476190476185,0.4333333333333333,32.0,61.455843567848206,0.2895927601809955,0.10647152477744669,-1.5106954948967932,0.9290744529166921,0,0.903061224489796,0.8928571428571429,0.05555555555555555,0.04497354497354497
177,17,group_017_digit_7_index_0177.png,7,७,127,0.16198979591836735,20,17,1.1764705882352942,0.3735294117647059,0.4575365579302587,0.49887514060742405,91.0,82.4264063835144,0.4145785876993166,0.16831333468114631,-0.1859583684076399,0.7213799152309524,0,0.778061224489796,0.8443877551020408,0.07407407407407407,0.06349206349206349
